Name                  RAJ2000     DEJ2000    Umag    Bmag    Vmag    Imag    Jmag    Hmag    Ksmag   [3.6]   [4.5]   [5.8]   [8.0]  Class                           
                        deg         deg       mag     mag     mag     mag     mag     mag     mag     mag     mag     mag     mag                                   

LH47-66             080.455544  -67.947197  13.709  14.586  14.767  14.906  15.140  15.184  15.293  15.290  15.203  99.999  99.999  O9 V                            
LH47-84             080.463959  -67.936752  14.818  15.688  15.997  16.028  16.224  16.569  99.999  16.478  16.324  99.999  99.999  O9.5 V                          
LH47-222            080.511459  -67.939888  13.563  14.550  14.810  15.064  15.241  15.309  99.999  15.353  15.429  99.999  99.999  O8 V                            
LH47-407            080.586204  -67.946556  12.752  13.770  13.908  14.155  14.284  14.340  99.999  14.530  14.499  14.378  99.999  O9.5 V                          
LH48-111            080.590622  -67.902336  13.400  14.315  14.339  14.449  14.349  14.381  14.318  14.357  14.330  99.999  99.999  O5 V((f*))                      
BI 155              080.952621  -67.898026  12.810  13.809  13.970  14.234  14.443  14.519  14.699  14.548  14.603  14.383  99.999  O7 V                            
BI 164              081.258079  -68.532784  12.819  13.859  14.088  14.328  14.605  14.683  14.793  14.692  14.821  15.269  99.999  O8 V((f))                       
LH58-5              081.562500  -68.840309  12.938  13.827  13.802  13.885  13.979  13.952  13.990  14.001  13.938  99.999  99.999  O7.5 V                          
LH58-39             081.581955  -68.840004  14.229  15.229  15.444  15.627  15.738  15.900  15.791  15.837  15.857  99.999  99.999  O7-8 V:                         
LH58-153            081.615295  -68.799690  13.165  14.254  14.278  14.632  14.880  15.007  15.060  15.171  15.054  99.999  99.999  O8 V                            
Sk -67 111          081.700332  -67.491608  99.999  99.999  99.999  99.999  12.945  13.013  13.028  12.983  12.948  12.898  12.902  O6 Ia(n)fp var                  
LH58-649            081.712044  -68.820038  12.103  13.174  13.386  13.600  13.820  13.890  14.011  14.001  13.991  14.161  99.999  O6.5 V                          
Sk -65 61           081.819832  -65.809753  12.771  13.697  13.822  13.989  14.237  14.272  14.235  14.443  14.398  14.378  99.999  O7.5 V                                       
Sk -67 118          081.888794  -67.291725  99.999  99.999  99.999  99.999  13.443  13.551  13.624  13.679  13.691  13.725  13.862  O7 V                            
Sk -71 33           082.085915  -70.989555  12.816  13.735  13.726  13.521  13.432  13.349  13.076  12.635  12.445  12.169  11.904  O9 Ve (Fe II)                   
W16-38              082.250420  -68.824051  12.864  13.983  14.128  14.353  14.547  14.682  14.744  14.852  14.805  99.999  99.999  O8.5 V                          
LH64-40             082.398918  -68.763359  13.049  14.231  14.308  14.599  14.769  14.916  14.940  15.067  15.099  15.109  99.999  O6 V((f))                       
