Name                  RAJ2000     DEJ2000    Umag    Bmag    Vmag    Imag    Jmag    Hmag    Ksmag   [3.6]   [4.5]   [5.8]   [8.0]  Class                           
                        deg         deg       mag     mag     mag     mag     mag     mag     mag     mag     mag     mag     mag                                   

W16-61              082.298622  -68.740021  11.643  12.674  12.846  12.846  13.081  13.197  13.221  13.264  13.298  13.385  13.279  B0.5 I                          
W16-62              082.300087  -68.749771  12.658  13.603  13.644  13.873  13.939  13.762  13.957  13.790  13.717  13.622  13.396  B1.5 III                        
NGC2004-061         082.316498  -67.329277  14.110  14.792  14.876  15.132  99.999  99.999  99.999  15.331  15.368  99.999  99.999  B2 III                          
BI 178              082.316795  -67.207581  13.234  14.168  14.247  14.473  14.152  14.077  13.993  14.678  14.570  14.662  14.284  B1 III                          
NGC2004-093         082.334709  -67.317864  14.488  15.112  15.189  15.391  15.497  15.549  99.999  15.696  15.769  99.999  99.999  B3 III                          
NGC2004-010         082.340500  -67.336387  11.703  12.574  12.676  11.888  12.754  12.758  12.835  12.790  12.771  12.731  12.772  B2.5 Iab                        
Sk -70 96           082.348877  -70.233581  11.631  12.310  12.389  13.784  13.110  13.170  13.202  13.203  13.222  13.228  12.983  B0.7 III                        
lmc1-436            082.348915  -71.092697  14.107  14.876  15.022  15.201  15.379  15.456  15.408  15.448  15.420  99.999  99.999  B1 III                          
W16-85              082.353539  -68.749527  12.968  13.958  14.008  14.292  14.405  14.509  14.542  14.528  14.507  14.438  14.192  B2 III                          
W16-26              082.365417  -68.766724  11.553  12.554  12.696  99.999  12.910  13.002  13.009  12.936  12.957  12.917  12.907  B1 I                            
NGC2004-091         082.392998  -67.250526  14.379  15.071  15.200  15.565  15.575  15.640  15.653  15.796  15.844  99.999  99.999  B1.5 III                        
NGC2004-005         082.427544  -67.346527  99.999  99.999  99.999  99.999  11.983  11.964  11.965  11.939  11.915  11.878  11.838  B8 Ia                           
NGC2004-024         082.474960  -67.289497  13.251  14.034  14.116  14.290  14.401  14.522  14.636  14.394  14.484  14.508  99.999  B1.5 IIIn                       
Sk -69 162          082.483170  -69.003334  99.999  99.999  99.999  99.999  11.945  11.977  11.997  11.887  11.804  11.757  11.758  B2.5 Ia                         
NGC2004-085         082.484665  -67.298752  14.387  15.076  15.178  15.420  15.538  15.597  15.759  15.696  15.923  99.999  99.999  B2.5 III                        
NGC2004-080         082.495125  -67.271614  14.424  15.040  15.154  15.388  15.465  15.560  15.511  15.578  15.485  99.999  99.999  B2.5 III                        
Sk -68 105          082.537041  -68.810196  11.903  12.974  13.116  13.259  13.333  13.436  13.449  13.479  13.446  13.541  13.514  B0 Ia                                  
NGC2004-065         082.554581  -67.351807  14.255  14.941  14.993  15.171  15.246  15.312  15.355  15.385  15.360  99.999  99.999  B2.5 III                        
NGC2004-097         082.555039  -67.144554  14.580  15.176  15.348  15.615  15.718  15.835  15.919  15.951  16.047  99.999  99.999  B2 III                                 
Sk -67 145          082.565247  -67.539414  99.999  99.999  99.999  99.999  11.145  11.127  11.119  11.048  10.993  10.995  11.014  B7 Ia                           
NGC2004-108         082.575622  -67.216278  14.635  15.345  15.415  15.666  15.722  15.862  16.017  15.905  16.058  99.999  99.999  B2.5 III                                 
NGC2004-068         082.595833  -67.148224  14.441  14.949  14.998  99.999  15.443  15.523  15.572  15.533  15.553  99.999  99.999  B2.5 III                        
NGC2004-116         082.598251  -67.178246  14.757  15.431  15.564  15.866  15.909  16.082  16.246  16.169  16.230  99.999  99.999  B2 III                          
lmc1-859            082.617836  -70.989914  12.687  13.406  13.603  13.780  13.972  14.042  14.075  14.155  14.112  14.215  14.042  B0.5 III                        
NGC2004-106         082.622871  -67.279449  14.679  15.339  15.502  15.707  15.765  16.002  16.100  15.979  15.826  99.999  99.999  B2 III                          
Sk -67 150          082.632126  -67.014831  11.241  12.034  11.881  10.856  12.438  12.509  12.478  12.458  12.406  12.472  12.356  B0.7 Ia                                    
NGC2004-032         082.655418  -67.176109  13.627  14.277  14.397  14.674  14.732  14.839  14.838  14.925  14.980  99.999  99.999  B2 II                           
NGC2004-012         082.656166  -67.281586  12.183  13.154  13.336  13.493  13.847  13.928  13.923  13.868  13.874  14.018  99.999  B1.5 Iab                        
NGC2004-043         082.661415  -67.253670  13.829  14.555  14.725  14.862  15.103  15.178  15.229  15.280  15.335  99.999  99.999  B1.5 III                                     
lmc1-756            082.663040  -71.016670  13.636  14.407  14.594  14.786  99.999  15.081  15.081  15.189  15.168  15.163  99.999  B1 III                          
NGC2004-008         082.667084  -67.277199  99.999  99.999  99.999  99.999  12.296  12.278  12.263  12.149  12.163  12.190  12.265  B9 Ia                           
NGC2004-016         082.667122  -67.316421  13.417  13.676  13.679  13.654  13.502  13.541  13.527  13.600  13.533  13.671  13.722  B9 Ib                                   
NGC2004-021         082.675041  -67.361496  12.919  13.665  13.744  13.997  14.087  14.153  14.166  14.220  14.286  14.276  99.999  B1.5 Ib                         
NGC2004-046         082.679001  -67.278755  13.848  14.604  14.780  14.949  14.868  15.126  15.355  15.477  15.438  99.999  99.999  B1.5 III                        
lmc1-713            082.685165  -71.029030  14.855  16.107  15.908  16.081  16.197  16.337  99.999  16.451  16.278  99.999  99.999  B1 III                          
NGC2004-014         082.685295  -67.350418  12.603  13.414  13.546  13.671  13.701  13.754  13.803  13.808  13.826  13.817  99.999  B3 Ib                                     
NGC2004-013         082.693962  -67.327721  12.473  13.384  13.546  13.683  13.791  13.891  13.950  13.909  13.853  13.846  99.999  B2 II                           
lmc1-620            082.696121  -71.054367  12.694  13.453  13.440  13.290  13.180  13.165  13.157  13.052  13.023  12.858  99.999  B0 Ia                           
NGC2004-022         082.697372  -67.289833  12.982  13.740  13.863  13.925  13.889  13.849  13.820  99.999  14.444  14.247  99.999  B1.5 Ib                         
Sk -71 42           082.699127  -71.067306  10.281  10.971  11.088  10.767  11.163  11.227  11.211  11.089  11.025  11.058  11.014  B1 Iab                                    
Sk -66 118          082.716293  -66.902527  11.075  11.674  11.859  99.999  11.964  11.988  11.985  11.844  11.887  11.841  11.793  B2 Ia                           
NGC2004-051         082.722664  -67.286278  14.003  14.713  14.880  15.012  15.276  15.437  15.477  15.495  15.533  99.999  99.999  B2 III                                  
NGC2004-113         082.724419  -67.281784  14.736  15.349  15.501  15.486  15.773  15.852  15.863  15.870  15.812  99.999  99.999  B2.5 IIIn                       
BI 187              082.726997  -71.086281  12.488  13.243  13.429  13.484  13.576  13.605  13.625  13.666  13.655  13.862  99.999  B0 III                          
NGC2004-073         082.732208  -67.313499  14.362  15.036  15.185  15.413  15.551  15.709  15.704  15.756  15.680  99.999  99.999  B2 III                          
NGC2004-088         082.738129  -67.253975  14.471  15.126  15.204  15.432  15.585  15.719  15.656  15.820  15.700  99.999  99.999  B2.5 III                        
lmc1-732            082.740211  -71.025421  13.643  14.395  14.629  14.768  14.989  15.006  15.041  15.194  15.218  99.999  99.999  B1 III                          
NGC2004-086         082.741752  -67.234665  14.426  15.098  15.248  15.496  15.595  15.722  15.693  15.772  15.784  99.999  99.999  B2 III                                         
NGC2004-098         082.751251  -67.318306  14.458  15.281  15.344  15.520  15.687  15.758  15.702  15.845  15.862  99.999  99.999  B2 III                          
Sk -68 111          082.753502  -68.899193  11.919  10.161  12.090  10.592  12.161  12.254  12.225  12.087  12.120  12.038  11.975  BN1 Ia                          
NGC2004-070         082.765045  -67.268806  14.137  14.890  15.069  15.371  15.345  15.457  15.380  15.780  15.879  99.999  99.999  B0.7-B1 III                     
NGC2004-011         082.765625  -67.355583  11.633  12.584  12.666  12.621  99.999  13.069  13.073  13.091  13.043  12.999  12.996  B1.5 Ia                         
NGC2004-084         082.783379  -67.333420  14.253  15.046  15.206  15.460  15.685  15.793  15.906  15.888  16.010  99.999  99.999  B1.5 III                        
Sk -71 44           082.784248  -71.028534  12.059  12.837  13.004  13.092  13.281  13.338  13.349  13.414  13.364  13.383  13.314  B0 Ia                                         
lmc1-572            082.790291  -71.064339  15.226  15.868  15.998  16.124  16.206  16.279  99.999  16.224  16.322  99.999  99.999  B1 III                          
NGC2004-042         082.799919  -67.387306  13.838  14.463  14.597  14.819  14.893  15.036  14.950  15.039  15.113  15.213  99.999  B2.5 III                        
NGC2004-119         082.811043  -67.199944  14.837  15.462  15.632  15.874  15.960  16.079  15.768  16.190  16.241  99.999  99.999  B2 III                          
NGC2004-099         082.818832  -67.348808  14.455  15.199  15.325  15.581  15.744  15.845  15.933  15.788  15.746  99.999  99.999  B2 III                          
NGC2004-004         082.866249  -67.412193  99.999  99.999  99.999  99.999  11.845  11.919  11.834  11.772  11.770  11.715  11.716  B9 Ia                           
Sk -67 158          082.867790  -67.518448  12.303  13.264  13.426  13.480  13.651  13.691  13.741  13.771  13.754  13.699  13.738  B1 III                          
NGC2004-071         082.880455  -67.192581  14.242  14.933  15.066  15.383  99.999  99.999  99.999  15.688  15.726  99.999  99.999  B1.5 III                               
NGC2004-028         082.885788  -67.277862  13.517  14.150  14.296  14.398  14.560  14.578  14.662  14.755  14.718  14.954  99.999  B2 II                                       
Sk -67 169          082.964958  -67.039528  99.999  99.999  99.999  99.999  12.377  12.446  12.444  12.454  12.439  12.409  12.402  B1 Ia                           
Sk -68 114          082.967834  -68.544136  99.999  99.999  99.999  99.999  10.461  10.368  10.320  10.140  10.041   9.963   9.908  BN?2 Ia+                        
lmc1-212            082.997086  -71.161781  13.939  14.545  14.771  14.912  15.123  15.223  15.163  15.311  15.279  99.999  99.999  B1 III                          
NGC2004-007         083.003166  -67.339615  99.999  99.999  99.999  99.999  12.004  12.023  11.998  11.964  11.980  11.927  11.965  B8 Ia                           
NGC2004-112         083.019707  -67.317696  14.629  15.298  15.426  15.651  15.839  15.870  15.730  15.979  15.987  99.999  99.999  B2 III                          
BI 193              083.020042  -67.559311  12.323  13.334  13.556  13.711  13.974  14.073  14.092  14.155  14.104  14.038  14.145  B0 II                           
NGC2004-111         083.023918  -67.266136  14.632  15.295  15.434  15.671  15.820  15.734  16.108  15.942  15.915  99.999  99.999  B2.5 III                        
NGC2004-052         083.026169  -67.330330  13.902  14.635  14.770  15.030  15.226  15.237  15.281  15.424  15.394  99.999  99.999  B2 III                          
Sk -67 172          083.030502  -67.487221  99.999  99.999  99.999  99.999  12.027  12.113  12.054  12.003  12.011  11.972  11.965  B2.5 Ia                         
Sk -67 173          083.044792  -67.673607   8.935  14.477  12.174  10.919  12.282  12.378  12.369  12.418  12.341  12.342  99.999  B0 Ia                           
LH72-S132           083.078331  -66.403336  99.999  99.999  99.999  99.999  11.443  11.356  11.202  10.828  10.583  10.434  10.138  B8 Ia emission                  
LH72-L51            083.084999  -66.399498  12.832  13.638  13.790  14.045  14.206  14.289  14.352  14.414  14.429  14.502  99.999  B0.5 III                        
Sk -68 117          083.107414  -68.921028  12.443  13.414  13.526  13.552  13.660  13.700  13.732  13.710  13.724  13.728  13.373  B1 III                          
BI 197              083.119164  -67.375671  12.944  13.681  13.744  13.973  14.096  14.180  14.174  14.311  14.314  14.582  14.338  B0 II                           
Sk -67 178b         083.120499  -67.531975  10.886  12.480  11.757  99.999  11.797  11.780  11.723  11.637  11.535  11.445  11.350  B2 Iab                          
Sk -65 66           083.135956  -65.861252  12.212  12.474  13.048  13.162  99.999  99.999  99.999  13.548  13.550  13.568  13.468  B0.5 II                         
LH72-S135           083.138336  -66.436752  12.364  10.756  11.522  11.424  12.355  12.380  12.401  12.383  12.357  12.294  99.999  B3 Ia-b                         
BI 200              083.216377  -67.565277  12.638  13.507  13.644  13.792  99.999  99.999  14.066  14.101  14.096  14.153  14.107  B0 II                           
BI 203              083.424461  -66.473610  12.832  13.816  13.925  14.340  14.345  14.447  14.435  14.605  14.578  14.802  99.999  B2 III                          
BI 205              083.449669  -66.473862  12.927  13.768  13.975  14.203  14.376  14.487  14.563  14.543  14.566  14.676  99.999  B0 III                          
Sk -66 148          083.452293  -66.575218  99.999  10.444  10.048  11.123  12.362  12.411  12.406  12.436  12.373  12.326  12.376  B1.5 Ia                         
Sk -66 150          083.527206  -66.887276  11.408  12.086  12.301  11.045  12.363  12.463  12.467  12.411  12.357  12.318  12.304  B1.5 Ia                         
Sk -67 199          083.576920  -67.303810  99.999  99.999  99.999  99.999  11.061  11.045  11.010  99.999  10.943  10.922  10.915  B3 Ia                           
LH81-20             083.599045  -69.737221  13.319  14.103  14.128  14.456  14.591  14.630  14.647  14.658  14.668  14.794  99.999  B0 III                          
Sk -69 193          083.628540  -69.781059  99.999  99.999  99.999  99.999  12.345  12.358  12.330  12.249  12.181  11.851  99.999  B0.5 I                                                
LH81-1007           083.665039  -69.746635  11.591  12.277  12.482  12.356  12.846  12.891  12.867  12.826  12.779  12.760  99.999  B0 I                            
LH81-1018           083.670997  -69.748382  12.954  13.603  13.743  13.927  14.177  14.235  14.338  14.437  14.426  14.526  99.999  B0.5 III                        
W28-17              083.680206  -69.710861  11.936  12.543  12.678  12.815  13.067  13.098  13.174  13.160  13.063  12.998  99.999  B0 I                            
BI 220              083.682831  -68.608002  12.722  13.710  13.853  14.098  14.218  14.277  14.374  14.333  14.347  14.399  99.999  B0.5 III                        
Sk -67 204          083.709045  -67.353470  99.999  99.999  99.999  99.999  10.700  10.702  10.657  10.558  10.533  10.513  10.496  B8 Ia                           
BI 217              083.715668  -69.379082  12.563  13.384  13.416  13.500  13.466  13.490  13.508  13.460  13.469  13.440  13.489  B2 III                          
Sk -67 206          083.729622  -67.043747  11.995   9.862  12.024  11.109  12.276  12.333  12.397  12.293  12.266  12.226  12.188  B0.5 Ia                         
Sk -67 207          083.731087  -67.351914  10.545   9.459  10.348  99.999  10.310  10.203  10.199  10.080  10.016   9.981   9.949  B9 Ia                           
Sk -69 197          083.740501  -69.731720  99.999  99.999  99.999  99.999  12.191  12.223  12.185  12.087  12.070  11.932  11.965  B1.5 I                          
W28-28              083.742668  -69.752388  13.301  14.039  14.151  14.400  14.627  14.704  14.727  14.672  14.607  14.595  99.999  B0 III                          
Sk -69 200          083.764999  -69.750557  99.999  99.999  99.999  99.999  11.091  11.122  11.055  10.942  10.852  10.831  10.789  B1 I                            
Sk -67 210          083.788292  -67.699638  12.724  13.574  13.797  14.063  14.214  14.309  14.403  14.446  14.495  14.478  99.999  B0 III                          
BI 228              083.790291  -70.848144  13.138  14.025  14.093  14.204  14.439  14.426  14.513  14.425  14.466  14.478  99.999  B0.2 III                        
W27-1               083.802376  -68.853889  12.820  13.533  13.752  13.969  14.127  14.198  14.234  14.305  14.282  14.461  99.999  B0.5 III                        
W27-3               083.854668  -68.904198  12.683  13.604  13.566  13.388  13.228  13.123  13.079  12.785  12.711  12.548  99.999  B0.5 I                          
Sk -69 203          083.863167  -69.231224  11.448  12.316  12.250  12.209  12.131  12.117  12.051  11.972  11.954  11.943  11.986  B0.7 Ia                         
[ST92]3-8           083.905586  -68.982361  13.308  14.121  13.634  13.968  14.083  14.124  14.171  14.123  14.225  14.166  99.999  B0 III                          
W27-7               083.905876  -68.861946  11.963  12.924  13.056  13.175  99.999  99.999  99.999  13.414  13.360  13.319  13.451  B1.5: I                         
Sk -68 126          083.910294  -68.946945  11.783  12.664  12.676  99.999  12.452  12.466  12.446  12.328  12.310  12.263  12.355  B1 I                            
Sk -66 163          083.921753  -66.043419  11.617  10.476  10.925  11.510  12.544  12.612  12.603  12.614  12.548  12.538  12.549  B0.5 Ia                         
W27-9               083.944336  -68.968086  13.164  13.908  13.816  13.750  13.584  13.551  13.532  13.451  13.447  13.531  99.999  B2 I                            
W27-10              083.953125  -68.983025  13.398  14.097  13.977  13.892  13.727  13.658  13.678  13.659  13.640  13.474  99.999  B0.5: III                       
W27-21              083.953125  -68.895744  12.253  13.164  13.126  12.789  12.912  12.913  12.918  12.765  12.696  12.675  12.528  B0.5 I                          
W27-12              083.954956  -68.987884  13.571  14.340  14.250  14.216  14.168  14.144  14.109  14.076  14.063  13.594  99.999  B0 III                          
W27-11              083.955330  -68.983994  13.650  14.438  14.273  14.250  14.148  14.131  14.135  14.074  14.083  99.999  99.999  B0 III                          
Sk -67 217          083.955833  -67.061111  99.999   9.650  12.052  10.414  12.256  12.289  12.357  12.345  12.389  12.334  12.216  B1.5 Ia                         
W27-15              083.963127  -68.982529  13.548  14.228  14.188  13.782  13.579  13.423  13.102  13.700  13.357  13.123  99.999  B0: III:                        
W27-16              083.964836  -68.974304  13.871  14.644  14.687  14.737  14.700  14.721  14.896  14.802  14.826  14.748  99.999  B0 III                          
W27-24              083.980003  -68.982307  13.274  14.044  14.027  14.130  14.053  14.046  14.053  14.196  14.243  14.252  99.999  B0 III                          
Sk -67 220          083.986504  -67.459610   9.627  12.913  11.689  99.999  11.775  11.869  11.834  11.782  11.782  11.724  11.750  B2.5 Ia                         
Sk -67 222          083.996628  -67.067612  99.999  99.999  99.999  99.999  11.339  11.386  11.392  11.318  11.283  11.258  11.271  B7 Ia                           
W27-29              084.003166  -68.977081  13.183  13.791  13.867  13.552  13.451  13.398  13.398  13.312  13.300  13.293  99.999  B0 I                            
[ST92]3-54          084.004913  -68.968330  15.985  16.674  16.575  16.563  16.454  16.321  99.999  16.450  16.361  99.999  99.999  B1 III                          
ST2-46              084.009376  -69.196335  13.493  14.194  14.068  13.911  13.758  13.774  13.703  13.723  13.722  13.702  13.728  B0 III                          
Sk -69 210          084.015793  -69.025032  12.313  13.004  12.706  10.428  11.781  11.669  11.609  11.398  11.346  11.298  11.287  B1.5 I                          
Sk -69 211          084.018791  -69.402306  99.999  99.999  99.999  99.999  10.001   9.925   9.863   9.755   9.642   9.621   9.544  B9 Ia                           
LH85-11             084.025291  -68.872528  13.275  13.908  13.938  13.824  13.752  13.735  13.712  13.677  13.602  13.285  99.999  B0.5 I                          
W27-31              084.028168  -68.965134  13.141  13.846  13.827  13.910  13.873  13.882  13.946  13.856  13.805  13.293  99.999  B1 I                            
Sk -68 127          084.053627  -68.473610  12.593  13.604  13.726  13.896  14.004  14.114  14.150  14.108  14.083  14.026  99.999  B0.5 Ia                         
ST2-71              084.060333  -69.191139  13.123  13.594  13.256  11.966  12.306  12.122  12.004  11.855  11.827  11.781  11.767  B1.5 III                        
W27-46              084.063042  -68.899025  12.473  13.364  13.396  13.349  13.304  13.317  13.332  13.296  13.213  13.253  13.369  B1 III                          
W27-44              084.066002  -68.947670  12.533  13.494  13.466  13.389  13.220  13.099  12.890  12.507  12.285  12.141  11.866  B0.5 III                        
Sk -69 214          084.068420  -69.524170  11.419  12.279  12.112  12.329  12.178  12.217  12.173  12.122  12.120  12.095  12.059  B0.7 Ia                         
Sk -69 213          084.071251  -69.184364  99.999  99.999  99.999  99.999  11.682  11.648  11.600  11.463  11.456  11.413  11.386  BC1 Ia                          
LH90-1028           084.084663  -69.200165  13.593  14.385  14.401  14.443  14.442  14.557  14.488  14.508  14.522  14.405  99.999  B0.2 III                        
W27-55              084.097580  -68.925247  12.573  13.524  13.546  13.537  13.508  13.536  13.541  13.489  13.437  13.413  99.999  B0.5 III                        
Sk -68 129          084.111542  -68.958885  11.973  12.864  12.836  11.827  12.574  12.561  12.553  12.439  12.362  12.334  12.279  B1 I                            
HMW283              084.142914  -69.511391  14.286  15.062  14.996  15.192  15.141  15.049  14.962  14.695  14.542  14.655  99.999  B0 III                          
BI 244              084.164711  -66.456329  13.280  14.131  14.248  14.291  14.303  14.267  14.063  13.665  13.471  13.396  13.071  Be (Fe II?)                     
R128-37             084.196663  -69.497833   9.940  10.761  10.730  99.999  10.836  10.892  10.843  10.718  10.626  10.603  10.543  B1.5 Ia (N wk)                  
Sk -69 228          084.288254  -69.338753  99.999  99.999  99.999  99.999  12.001  11.947  11.956  11.807  11.801  11.697  11.676  BC1.5 Ia                        
[ST92]1-17          084.390663  -69.137001  13.069  13.832  13.616  12.990  12.801  12.643  12.554  12.414  12.357  12.271  99.999  B1 III                          
Sk -68 134          084.400795  -68.848976  11.818  13.655  13.656  13.696  13.619  13.579  13.566  13.538  13.480  13.333  13.245  B1 Ib                           
Sk -67 228          084.420876  -67.721275   8.716  12.227  11.475   9.800  11.554  11.515  11.492  11.393  11.285  11.237  11.152  B2 Ia                           
Sk -69 237          084.505333  -69.370582  11.243  12.122  12.032  12.107  12.186  12.179  12.179  11.974  11.969  11.883  11.954  B1 Ia                                               
Parker662           084.661941  -69.137367  12.623  13.114  12.516  10.440  11.184  10.898  10.697  10.402  10.319  10.291  99.999  BN6 Iap                         
Sk -67 230          084.663208  -67.566391  12.533  13.504  13.626  13.671  13.776  13.807  13.818  13.837  13.824  13.702  99.999  B2 III                          
Parker9019          084.671257  -69.029495  14.684  15.333  15.556  15.477  15.521  15.508  15.505  15.539  15.836  99.999  99.999  B1: III                         
Sk -69 244          084.677086  -69.385857  10.839  11.295  11.399  11.301  11.419  11.399  11.415  11.368  11.332  11.310  11.281  B5 Ia                           
Parker9022          084.677376  -69.017334  12.363  13.274  13.176  12.362  12.785  12.708  12.698  12.480  12.428  12.318  99.999  B0 Iab                          
Parker9024          084.679542  -69.025726  12.393  13.284  13.246  12.424  12.756  12.652  12.602  12.567  12.486  12.409  99.999  B0.5 Ia                         
[ST92]5-86          084.684250  -69.500557  12.841  13.753  13.756  13.811  13.860  13.914  13.920  13.902  13.909  99.999  99.999  B0.5 III                        
Parker1184          084.687340  -69.135201  14.203  14.657  14.205  13.773  13.327  13.148  12.915  12.746  99.999  12.342  99.999  B1 Ia                           
Parker1257          084.690399  -69.106239  11.233  12.094  11.996  10.066  11.581  11.478  11.368  11.338  11.262  11.199  99.999  B0 Ia                           
Parker1419          084.700554  -69.128227  15.250  15.874  15.516  15.772  15.872  15.899  15.594  15.533  99.999  99.999  99.999  B1 III                          
Parker1527          084.709465  -69.101227  14.370  14.988  15.182  14.536  14.634  14.592  14.642  14.315  14.398  14.022  99.999  B1 III                          
Parker1552          084.712707  -69.105675  13.350  14.202  13.835  13.609  13.365  13.284  13.228  12.971  99.999  12.731  99.999  B2 Ib:                          
Parker1618          084.720764  -69.136559  14.504  15.004  14.857  14.735  99.999  99.999  99.999  14.619  14.530  99.999  99.999  B0.5 III                                            
BI 255              084.723831  -67.405029  13.021  13.939  14.118  13.997  14.623  14.710  14.681  14.783  14.686  14.655  99.999  B0 III                          
Parker1661          084.725372  -69.135475  14.032  14.713  14.579  14.020  13.894  13.816  13.611  13.225  13.043  12.831  99.999  B0.7 Ia                                            
Parker1685          084.728249  -69.145653  13.327  14.041  13.965  13.678  13.565  13.508  13.426  13.312  13.286  13.100  99.999  B0.5 Ia                         
Parker1729          084.731811  -69.123283  14.514  15.112  15.022  14.717  14.545  14.469  14.466  14.292  14.216  14.252  99.999  B0.5 III                        
Parker1737          084.732574  -69.139572  13.930  14.529  14.398  13.908  13.780  13.672  13.667  13.548  99.999  99.999  99.999  B1 Iab                          
Parker1797          084.738823  -69.119400  14.514  13.891  14.134  12.470  12.120  11.684  11.240  10.604  10.225  10.019   9.660  B3 Ia                           
Parker1987          084.769974  -69.069405  12.403  13.154  12.756  99.999  12.337  12.180  12.074  11.846  11.731  11.298  99.999  B1 Ia                           
Parker2123          084.834381  -69.107307  12.803  13.174  12.886  10.863  11.982  11.854  11.759  11.606  11.586  11.518  11.570  B8 Ia                           
LH101-5-3           084.856163  -69.478554  99.999  20.520  19.338  17.411  16.127  15.304  15.048  14.954  14.992  99.999  99.999  B1 Ib                           
Sk -69 254          084.917000  -69.742691  11.745  12.295  12.080  11.493  11.196  11.002  10.857  10.733  10.604  10.616  10.738  B3 Ia                           
Parker2305          084.932594  -69.097122  14.765  15.340  15.196  14.888  14.691  99.999  14.619  14.496  14.499  99.999  99.999  B1 III                          
[ST92]4-11          084.950874  -69.404610  14.875  15.556  15.652  15.636  15.496  15.540  15.607  15.552  15.604  99.999  99.999  B1 III                          
[ST92]4-16          084.958748  -69.387306  99.999  99.999  99.999  99.999  13.386  12.979  12.933  12.755  12.787  12.630  99.999  B1 I                            
[ST92]4-70          084.975128  -69.421219  99.999  19.214  17.719  16.831  99.999  99.999  99.999  14.678  14.655  14.628  99.999  B1 III                          
W4-15               085.026749  -69.392883  12.443  13.414  13.486  13.232  13.284  12.996  12.933  12.902  12.903  12.889  12.803  B0.5 I                          
Sk -70 106          085.041168  -70.450775  12.164  12.781  12.796  12.729  12.655  12.615  12.631  12.527  12.451  12.436  12.405  B3 I                            
[ST92]4-61          085.056122  -69.389137  12.363  13.334  13.386  13.336  13.430  13.458  13.512  13.460  13.314  13.455  13.637  B1 I                            
LH104-4-67          085.064789  -69.402779  99.999  18.955  17.675  16.408  15.055  14.747  99.999  14.644  14.709  14.438  99.999  B2 I                            
Sk -67 241          085.200043  -67.355057  12.503  12.917  13.252  13.306  13.506  13.604  13.592  13.627  13.596  13.717  13.667  B1 III                          
Sk -68 147          085.234169  -68.509888  11.923  12.894  12.966  13.088  13.157  13.218  13.261  13.233  13.180  13.226  13.164  B2 II                           
Sk -69 269          085.277420  -69.672806  12.839  13.546  13.461  13.572  13.622  13.625  13.611  13.589  13.589  13.514  99.999  B1 III:                         
Sk -69 270          085.334999  -69.085365  99.999  99.999  99.999  99.999  10.983  10.954  10.892  10.804  10.745  10.705  10.731  B2.5 Ia                         
Sk -69 274          085.365334  -69.801033  99.999  99.999  99.999  99.999  11.077  11.128  11.035  10.970  10.909  10.862  10.748  B2.5 Ia                         
Sk -70 111          085.403290  -70.014610  10.812  11.872  11.516  11.965  12.034  12.050  12.047  11.930  11.995  11.894  11.793  B0.5 Ia                         
BI 267              085.406334  -68.542610  13.121  14.136  14.240  14.356  14.262  14.266  14.175  14.370  14.270  14.206  99.999  B0 III                          
S137                085.432289  -69.627304  13.504  14.198  14.107  13.463  13.137  12.238  11.141   9.432   8.711   8.190   7.570  B6[e] Ib/II                     
Sk -67 247          085.537918  -67.290947  12.169  12.126  12.082  10.747  12.274  12.299  12.298  12.219  12.172  12.135  12.096  B2.5 II                         
Sk -68 150          085.548332  -68.014526  12.995  13.734  13.867  14.028  14.103  14.140  14.139  14.255  14.228  14.432  99.999  B2 II                           
Sk -66 185          085.627083  -66.303032  11.981  12.922  13.224  13.225  13.449  13.560  13.672  13.600  13.636  13.617  13.632  B0 Iab                          
Sk -69 289          085.705292  -69.547859  99.999  99.999  99.999  99.999  11.435  11.450  11.433  11.345  11.318  11.292  11.254  B0.7 Ia                         
Sk -69 291          085.732414  -69.461800  99.999  99.999  99.999  99.999  13.152  13.228  13.272  13.328  13.240  13.321  13.275  B0 III                          
Sk -67 249          085.762665  -67.375587  11.600  12.371  12.397  12.490  12.488  12.575  12.548  12.614  12.560  12.519  12.459  B1.5 I                          
BI 271              086.085251  -67.240967  12.242  13.205  13.245  13.500  13.657  13.725  13.737  13.729  13.735  13.699  13.585  B0 II                           
Sk -67 255          086.099625  -67.201332  99.999  99.999  99.999  99.999  11.452  11.483  11.483  11.450  11.409  11.406  11.398  B3 Ia                           
Sk -67 256          086.104248  -67.230446  10.857  11.776  11.751  11.857  11.934  12.008  11.982  11.967  11.973  11.899  11.829  B1 Ia                           
Sk -66 187          086.137291  -66.389137  12.690  13.641  13.871  14.153  14.294  14.325  14.478  14.545  14.550  14.748  99.999  B2 III                          
Sk -66 188          086.166580  -66.327080  11.641  11.416  11.623  12.622  12.751  12.776  12.852  12.913  12.852  12.823  12.854  B0.7 Ia                         
S59                 086.372833  -68.196083  13.367  14.512  14.021  13.651  13.098  12.437  11.475   9.655   8.994   8.383   7.624  B5[e] II                        
Sk -66 190          086.387337  -66.883636  11.582  12.383  12.621  13.008  12.998  13.064  13.088  13.065  13.023  12.973  13.034  B2 III                          
Sk -68 161          086.420166  -68.077026  13.137  13.921  14.083  14.497  14.532  14.565  14.635  14.661  14.650  14.834  99.999  B1 III                          
