Name                  RAJ2000     DEJ2000    Umag    Bmag    Vmag    Imag    Jmag    Hmag    Ksmag   [3.6]   [4.5]   [5.8]   [8.0]  Class                           
                        deg         deg       mag     mag     mag     mag     mag     mag     mag     mag     mag     mag     mag                                   

Sk -69 300          086.900459  -69.558807  13.118  14.036  14.122  14.125  14.081  14.092  14.179  14.128  14.123  14.291  99.999  B1 Ib                           
Sk -70 116          087.261833  -70.041695  11.141  12.174  11.904  11.655  11.638  11.584  11.516  11.459  11.418  11.333  11.398  B2 Ia                           
Sk -70 119          087.489830  -70.154198  11.697  12.806  12.794  13.125  13.202  13.232  13.301  13.320  13.291  13.243  13.121  B0 Ib                           
Sk -68 171          087.595795  -68.190193  11.051  11.960  12.001  12.171  12.180  12.221  12.219  12.189  12.124  12.141  12.007  B0.7 I                          
Sk -70 120          087.836586  -70.285919  10.038  11.490  11.497  11.646  11.781  11.801  11.840  11.707  11.653  11.610  11.599  B1 Ia                           
Sk -68 175          088.059334  -68.068611  11.979  12.741  12.826  13.127  13.208  13.239  13.317  13.312  13.260  13.285  13.248  B2 I/II                         
Sk -68 176          088.073044  -68.275726  12.192  13.057  13.111  13.417  13.618  13.659  13.673  13.699  13.668  13.682  13.733  B2 II                           
Sk -68 177          088.198830  -68.226387  11.899  12.661  12.825  13.128  13.307  13.351  13.401  13.423  13.396  13.451  13.476  B2 III                          
Sk -68 179          088.457123  -68.313171  11.037  11.666  11.610  11.697  11.709  11.732  11.721  11.705  11.645  11.631  11.607  B3 Ia                           
Sk -69 305          088.553459  -69.498772  12.343  13.042  13.079  13.026  13.132  13.158  13.125  13.111  13.053  13.067  13.094  B5 Ia                           
